Code	Price	Name	Description	Category	ThumbnailURL	ProductPageURL	UPSWeight	TaxField	FullDescription	ProductPictureURL	Attribute	Size	AttributeGroupID	Ordinal
9A8	43	Zen Garden Stones 	5 holds per set w/hardware	Artistic	http://www.e-grips.com/artistic/zen-garden-stones.html	http://www.e-grips.com/artistic/zen-garden-stones.html	5		"An entirely fresh and aesthetically brilliant theme for the e-Grips Artistic line. Meditate on these subtle protruding edges for a bit, and you might just find yourself e-Grips enlightened. 5 Large holds in a set"	pinch				
9A8-h	45	Zen Garden Stones w/hardware	5 holds per set w/hardware	Artistic	http://www.e-grips.com/artistic/zen-garden-stones.html	http://www.e-grips.com/artistic/zen-garden-stones.html	5		"An entirely fresh and aesthetically brilliant theme for the e-Grips Artistic line. Meditate on these subtle protruding edges for a bit, and you might just find yourself e-Grips enlightened. 5 Large holds in a set"	pinch				
9A22	96	hueco wonder pockets	5 holds per set	Artistic	http://www.e-grips.com/signature/the-professor.html	http://www.e-grips.com/signature/the-professor.html	8		e-Grips Setting Team Captain Chris Danielson calls the Hueco Wonder Hole feature a favorite. This grip is excellent for forcing figure-fours and other unique positions and The Professor came up with the idea of how we might do more with less. We took that Hueco Wonder Hole concept to a slightly smaller scale to create five deep incut pockets. Amazingly hard to match holds that will make difficult foot placements from above - these are a competition routesetter’s delight. Force those pocket moves -create some spectacle.	Pocket				
9A22-h	98	hueco wonder pockets w/hardware	5 holds per set w/hardware	Artistic	http://www.e-grips.com/signature/the-professor.html	http://www.e-grips.com/signature/the-professor.html	8		e-Grips Setting Team Captain Chris Danielson calls the Hueco Wonder Hole feature a favorite. This grip is excellent for forcing figure-fours and other unique positions and The Professor came up with the idea of how we might do more with less. We took that Hueco Wonder Hole concept to a slightly smaller scale to create five deep incut pockets. Amazingly hard to match holds that will make difficult foot placements from above - these are a competition routesetter’s delight. Force those pocket moves -create some spectacle.	Pocket				
9A30	83	cornice pinches	4 holds per set	Artistic	http://www.e-grips.com/signature/country-club.html	http://www.e-grips.com/signature/country-club.html	7		"Resembling snow cornices you might see in the Alps, this set was inspired with a bit of French ""feeling"". Mike Moelter, aka Country Club, wanted some unique pinch grabs for his Signature Set theme and what resulted was a cool shaping collaboration between two of the most experienced setters on either side of the Atlantic - a blend of artistic refinement and power in function. Four big pinches that can be squeezed, wrapped, and matched in all sorts of subtle ways. "	pinch				
9A30-h	85	cornice pinches w/hardware	4 holds per set w/ hardware	Artistic	http://www.e-grips.com/signature/country-club.html	http://www.e-grips.com/signature/country-club.html	7		"Resembling snow cornices you might see in the Alps, this set was inspired with a bit of French ""feeling"". Mike Moelter, aka Country Club, wanted some unique pinch grabs for his Signature Set theme and what resulted was a cool shaping collaboration between two of the most experienced setters on either side of the Atlantic - a blend of artistic refinement and power in function. Four big pinches that can be squeezed, wrapped, and matched in all sorts of subtle ways. "	pinch				
9A21	53	2Tex Bubble Wrap	5 holds per set	Artistic	http://www.e-grips.com/signature/urban-cowboy.html	http://www.e-grips.com/signature/urban-cowboy.html	3.5		"At one and the same time a bit cosmopolitan and rough around the edges, USA Climbing’s resident pro and e-Grips Team Setter Kynan Waggoner waited a long time for his Signature set. With his cowboy thinking cap on, Kynan came up with the idea for a 2Tex super comp set in the now classic Bubble Wrap theme. Bubbles on an edge or two, but ultra slick 2Tex smoothness on the others - get technical! "	pinch				
9A21-h	55	2Tex Bubble Wrap w/hardware	5 holds per set w/hardware	Artistic	http://www.e-grips.com/signature/urban-cowboy.html	http://www.e-grips.com/signature/urban-cowboy.html	3.5		"At one and the same time a bit cosmopolitan and rough around the edges, USA Climbing’s resident pro and e-Grips Team Setter Kynan Waggoner waited a long time for his Signature set. With his cowboy thinking cap on, Kynan came up with the idea for a 2Tex super comp set in the now classic Bubble Wrap theme. Bubbles on an edge or two, but ultra slick 2Tex smoothness on the others - get technical! "	pinch				
2A0	58	Ryan's Turtle Shells	10 holds per set	Artistic	http://www.e-grips.com/artistic/ryans-turtle-shells.html	http://www.e-grips.com/artistic/ryans-turtle-shells.html	2.5		An exception to the rule shaped by Ryan Spence brings an exceptional set of medium-sized pinches and rounded crimps. Move slow and deliberately when you grab the turtle-texture or you'll slip right off.	Slopey-Flat				
2A0-h	60	Ryan's Turtle Shells w/ Hardware	10 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/ryans-turtle-shells.html	http://www.e-grips.com/artistic/ryans-turtle-shells.html	2.5		An exception to the rule shaped by Ryan Spence brings an exceptional set of medium-sized pinches and rounded crimps. Move slow and deliberately when you grab the turtle-texture or you'll slip right off.	Slopey-Flat				
2A1	29	Scallops	10 holds per set	Artistic	http://www.e-grips.com/artistic/scallops.html	http://www.e-grips.com/artistic/scallops.html	1		A scallop can swim openly by rapidly opening and closing it's shell. That won't help you though because we're not underwater -so just grab and pull.	Flat				
2A1-h	31	Scallops w/ Hardware	10 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/scallops.html	http://www.e-grips.com/artistic/scallops.html	1		A scallop can swim openly by rapidly opening and closing it's shell. That won't help you though because we're not underwater -so just grab and pull.	Flat				
2A2	39	Galactic Crimps	10 holds per set	Artistic	http://www.e-grips.com/artistic/galactic-crimps.html	http://www.e-grips.com/artistic/galactic-crimps.html	1		Bold and modern style defines this set of medium sized crimps. There is a thin edge around every corner  opening limitless options for moderate to hard crimp lines.	Slopey				
2A2-h	41	Galactic Crimps w/ Hardware	10 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/galactic-crimps.html	http://www.e-grips.com/artistic/galactic-crimps.html	1		Bold and modern style defines this set of medium sized crimps. There is a thin edge around every corner  opening limitless options for moderate to hard crimp lines.	Slopey				
2A3	44	Ian's Tribal	10 holds per set	Artistic	http://www.e-grips.com/artistic/ians-tribal.html	http://www.e-grips.com/artistic/ians-tribal.html	1.5		The master sculptor crafted this beautiful set  aesthetically brillant. A variety of small to large crimps with a killer two-finger pocket and perfect pinch thrown in to mix it up -eXTRAORDINAIRE.	Flat-Incut				
2A3-h	46	Ian's Tribal w/ Hardware	10 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/ians-tribal.html	http://www.e-grips.com/artistic/ians-tribal.html	1.5		The master sculptor crafted this beautiful set  aesthetically brillant. A variety of small to large crimps with a killer two-finger pocket and perfect pinch thrown in to mix it up -eXTRAORDINAIRE.	Flat-Incut				
2A5	48	Virus Jugs	5 holds per set	Artistic	http://www.e-grips.com/artistic/virus-jugs.html	http://www.e-grips.com/artistic/virus-jugs.html	4.75		There's an outbreak of climbing hold sickness -it's contagious -get your fix on these monster grips.	Incut				
2A5-h	50	Virus Jugs w/ Hardware	5 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/virus-jugs.html	http://www.e-grips.com/artistic/virus-jugs.html	4.75		There's an outbreak of climbing hold sickness -it's contagious -get your fix on these monster grips.	Incut				
2A6	39	Hueco Patina Flakes	10 holds per set	Artistic	http://www.e-grips.com/artistic/hueco-patina-flakes.html	http://www.e-grips.com/artistic/hueco-patina-flakes.html	2.25		If you ever thought climbing inside could not simulate the real rock  think again. These designs so accurately resemble the rock of West Texas you'll feel like you're in the desert heat breathing sand.	Incut				
2A6-h	41	Hueco Patina Flakes w/ Hardware	10 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/hueco-patina-flakes.html	http://www.e-grips.com/artistic/hueco-patina-flakes.html	2.25		If you ever thought climbing inside could not simulate the real rock  think again. These designs so accurately resemble the rock of West Texas you'll feel like you're in the desert heat breathing sand.	Incut				
2G0	44	Technical Granite	10 holds per set	Granite	http://www.e-grips.com/granite/technical-granite.html	http://www.e-grips.com/granite/technical-granite.html	2.75		While most of our sets come with shapes of similar sizes  sometimes we like to mix it up. Diversity is the key a couple feet  small crimp here  a rounding edge there  and some challenging block pinches.	Flat-Slopey				
2G0-h	46	Technical Granite w/ Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/technical-granite.html	http://www.e-grips.com/granite/technical-granite.html	2.75		While most of our sets come with shapes of similar sizes  sometimes we like to mix it up. Diversity is the key a couple feet  small crimp here  a rounding edge there  and some challenging block pinches.	Flat-Slopey				
2G2	44	Blocky Slopers	5 holds per set	Granite	http://www.e-grips.com/granite/blocky-slopers.html	http://www.e-grips.com/granite/blocky-slopers.html	4.25		A sister set designed around the same time as the Gneiss Crimps  this set of slopes is bomber fun to climb on. Set yourself up with Blocky Feet and Blocky Flakes  and youve got a Party!	Flat-Slopey				
2G2-h	46	Blocky Slopers w/ Hardware	5 holds per set/ hardware	Granite	http://www.e-grips.com/granite/blocky-slopers.html	http://www.e-grips.com/granite/blocky-slopers.html	4.25		A sister set designed around the same time as the Gneiss Crimps  this set of slopes is bomber fun to climb on. Set yourself up with Blocky Feet and Blocky Flakes  and youve got a Party!	Flat-Slopey				
2G3	34	Rob's 50th Crimps	10 holds per set	Granite	http://www.e-grips.com/granite/robs-50th-crimps.html	http://www.e-grips.com/granite/robs-50th-crimps.html	2		Dedicated to Rob Candelaria  and his legendary bouldering gym CATS  where some of the best in the country camp out on these modestly sloping crimps and pinches.	Flat				
2G3-h	36	Rob's 50th Crimps w/ Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/robs-50th-crimps.html	http://www.e-grips.com/granite/robs-50th-crimps.html	2		Dedicated to Rob Candelaria  and his legendary bouldering gym CATS  where some of the best in the country camp out on these modestly sloping crimps and pinches.	Flat				
2G4	39	Gneiss Crimps	10 holds per set	Granite	http://www.e-grips.com/granite/gneiss-crimps.html	http://www.e-grips.com/granite/gneiss-crimps.html	2.75		NICE! A superb mix of notched shapes offering an almost limitless variety of grabs on each hold. A turn here  a turn there  and youll find thumb catches you didnt realize were there.	Flat-Incut				
2G4-h	41	Gneiss Crimps w/ Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/gneiss-crimps.html	http://www.e-grips.com/granite/gneiss-crimps.html	2.75		NICE! A superb mix of notched shapes offering an almost limitless variety of grabs on each hold. A turn here  a turn there  and youll find thumb catches you didnt realize were there.	Flat-Incut				
2G9	58	Big Blocs	10 holds per set	Granite	http://www.e-grips.com/granite/big-blocs.html	http://www.e-grips.com/granite/big-blocs.html	5.75		Bloc: French for boulder. Big: Straightforward and easy to grab. Enough said.	Incut				
2G9-h	60	Big Blocs w/ Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/big-blocs.html	http://www.e-grips.com/granite/big-blocs.html	5.75		Bloc: French for boulder. Big: Straightforward and easy to grab. Enough said.	Incut				
2L2	48	Limestone Finger Buckets	10 holds per set	Limestone	http://www.e-grips.com/limestone/limestone-finger-buckets.html	http://www.e-grips.com/limestone/limestone-finger-buckets.html	3.75		The hold base diameter on each of these mini-jugs is relatively small  so when you want to put a positive hold in a nook or cranny these are your shapes. A favorite set for moderate routes.	Incut				
2L2-h	50	Limestone Finger Buckets w/ Hardware	10 holds per set/ hardware	Limestone	http://www.e-grips.com/limestone/limestone-finger-buckets.html	http://www.e-grips.com/limestone/limestone-finger-buckets.html	3.75		The hold base diameter on each of these mini-jugs is relatively small  so when you want to put a positive hold in a nook or cranny these are your shapes. A favorite set for moderate routes.	Incut				
2L3	53	Limestone Pockets	10 holds per set	Limestone	http://www.e-grips.com/images/limestone/thumbnails/limestone-pockets.jpg	http://www.e-grips.com/images/limestone/thumbnails/limestone-pockets.jpg	5		Why climb the mundane when you could dig deep into claw grabs  monos  and match-able double pockets? This set has it all and no matter what youre pulling on your fingers will get STRONG!	Flat-Incut				
2L3-h	55	Limestone Pockets w/ Hardware	10 holds per set/ hardware	Limestone	http://www.e-grips.com/images/limestone/thumbnails/limestone-pockets.jpg	http://www.e-grips.com/images/limestone/thumbnails/limestone-pockets.jpg	5		Why climb the mundane when you could dig deep into claw grabs  monos  and match-able double pockets? This set has it all and no matter what youre pulling on your fingers will get STRONG!	Flat-Incut				
2L5	48	Limestone Quatro Incuts	10 holds per set	Limestone	http://www.e-grips.com/limestone/quatro-incuts.html	http://www.e-grips.com/limestone/quatro-incuts.html	2.75		Medium sized jugs made just big enough to fit your four fingers thus quatro. Get these with the Pockets  Buckets  and Semi-Huecos and build a great limestone-themed route.	Incut				
2L5-h	50	Limestone Quatro Incuts w/ Hardware	10 holds per set/ hardware	Limestone	http://www.e-grips.com/limestone/quatro-incuts.html	http://www.e-grips.com/limestone/quatro-incuts.html	2.75		Medium sized jugs made just big enough to fit your four fingers thus quatro. Get these with the Pockets  Buckets  and Semi-Huecos and build a great limestone-themed route.	Incut				
2L6	53	Limestone Semi-Huecos	10 holds per set	Limestone	http://www.e-grips.com/limestone/limestone-semi-huecos.html	http://www.e-grips.com/limestone/limestone-semi-huecos.html	4		The second year of eG was the year of the limestone hold  and this was set is among our favorites. The most straightforward incuts weve got but each with a slight variation. We hope youll love them like we do.	Incut				
2L6-h	55	Limestone Semi-Huecos w/ Hardware	10 holds per set/ hardware	Limestone	http://www.e-grips.com/limestone/limestone-semi-huecos.html	http://www.e-grips.com/limestone/limestone-semi-huecos.html	4		The second year of eG was the year of the limestone hold  and this was set is among our favorites. The most straightforward incuts weve got but each with a slight variation. We hope youll love them like we do.	Incut				
2P0	53	Double Disks	20 holds per set	Pure	http://www.e-grips.com/pure/double-disks.html	http://www.e-grips.com/pure/double-disks.html	3.5		Just a touch bigger than the Discs  these have slightly more positive carves out of them  good enough to crimp on a vertical wall  but almost impossible to hang in a roof. Combine with the Discs.	Slopey-Flat				
2P0-h	55	Double Disks w/ Hardware	20 holds per set w/hardware	Pure	http://www.e-grips.com/pure/double-disks.html	http://www.e-grips.com/pure/double-disks.html	3.5		Just a touch bigger than the Discs  these have slightly more positive carves out of them  good enough to crimp on a vertical wall  but almost impossible to hang in a roof. Combine with the Discs.	Slopey-Flat				
2P2	44	Moon Crimps	10 holds per set	Pure	http://www.e-grips.com/pure/moon-crimps.html	http://www.e-grips.com/pure/moon-crimps.html	2		Out of this world! These are for the cool kids who turn into astronauts when they grow up. Guaranteed to make your feet leave the ground.	Flat-Slopey				
2P2-h	46	Moon Crimps w/ Hardware	10 holds per set/ hardware	Pure	http://www.e-grips.com/pure/moon-crimps.html	http://www.e-grips.com/pure/moon-crimps.html	2		Out of this world! These are for the cool kids who turn into astronauts when they grow up. Guaranteed to make your feet leave the ground.	Flat-Slopey				
2P5	48	Pure Pinches	10 holds per set	Pure	http://www.e-grips.com/pure/pure-pinches.html	http://www.e-grips.com/pure/pure-pinches.html	3.5		Purely the best pinches around. Train on these pinches and you'll be set to send at Rifle Mountain State Park.	Flat				
2P5-h	50	Pure Pinches w/ Hardware	10 holds per set/ hardware	Pure	http://www.e-grips.com/pure/pure-pinches.html	http://www.e-grips.com/pure/pure-pinches.html	3.5		Purely the best pinches around. Train on these pinches and you'll be set to send at Rifle Mountain State Park.	Flat				
2P6	48	River Rocks	10 holds per set	Pure	http://www.e-grips.com/pure/river-rocks.html	http://www.e-grips.com/pure/river-rocks.html	3.25		Build an amazing 5.9 cobble route with a few of these sets. Setting a 5.6 and need to get the flow going with some giant simple to step on feet? These are the climbing holds for you.	Slopey-Flat-Incut				
2P6-h	50	River Rocks w/ Hardware	10 holds per set/ hardware	Pure	http://www.e-grips.com/pure/river-rocks.html	http://www.e-grips.com/pure/river-rocks.html	3.25		Build an amazing 5.9 cobble route with a few of these sets. Setting a 5.6 and need to get the flow going with some giant simple to step on feet? These are the climbing holds for you.	Slopey-Flat-Incut				
2S1	34	Thumbprint Crimps	10 holds per set	Sandstone	http://www.e-grips.com/sandstone/thumbprint-crimps.html	http://www.e-grips.com/sandstone/thumbprint-crimps.html	1.5		Training for outside? Sharpen your finger grit on these incut half and full pad edges -they BITE.	Flat				
2S1-h	36	Thumbprint Crimps w/ Hardware	10 holds per set/ hardware	Sandstone	http://www.e-grips.com/sandstone/thumbprint-crimps.html	http://www.e-grips.com/sandstone/thumbprint-crimps.html	1.5		Training for outside? Sharpen your finger grit on these incut half and full pad edges -they BITE.	Flat				
2S2	34	Midnight Desert Crimps	10 holds per set	Sandstone	http://www.e-grips.com/sandstone/midnight-desert-crimps.html	http://www.e-grips.com/sandstone/midnight-desert-crimps.html	1		The remnants of wind-borne sandstone  these rounded Wingate-inspired crimps will set you up for a night of headlamp sending.	Flat				
2S2-h	36	Midnight Desert Crimps w/ Hardware	10 holds per set/ hardware	Sandstone	http://www.e-grips.com/sandstone/midnight-desert-crimps.html	http://www.e-grips.com/sandstone/midnight-desert-crimps.html	1		The remnants of wind-borne sandstone  these rounded Wingate-inspired crimps will set you up for a night of headlamp sending.	Flat				
9U2	82	Double Bubble Wrap	1 hold per set	Unique Features	http://www.e-grips.com/features/double-bubble-wrap.html	http://www.e-grips.com/features/double-bubble-wrap.html	4.5		"Another in the brilliant line of bubble wraps, this new shape is perhaps e-Grips biggest feature yet. It complements the Bubble Wrap Pinch Wedge as it’s MUCH FATTER, MUCH WIDER brother. Too big to grab with one hand at the base and a sick hard squeeze at the top, a great match-able pinch for compression climbing. 1 XXXL hold in a set."	Pinch				
9U2-h	84	Double Bubble Wrap w/hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/double-bubble-wrap.html	http://www.e-grips.com/features/double-bubble-wrap.html	4.5		"Another in the brilliant line of bubble wraps, this new shape is perhaps e-Grips biggest feature yet. It complements the Bubble Wrap Pinch Wedge as it’s MUCH FATTER, MUCH WIDER brother. Too big to grab with one hand at the base and a sick hard squeeze at the top, a great match-able pinch for compression climbing. 1 XXXL hold in a set."	Pinch				
4U9	39	Tribal Warfare	1 hold per set	Unique Features	http://www.e-grips.com/features/tribal-warfare.html	http://www.e-grips.com/features/tribal-warfare.html	4.5		"A classic shape brought back from the battles of e-Grips history. This huge square pinch has all the combinations of a classic Ian Powell fine work of art – the basic shape has simple, rounded edges for full two-handed matches on either side, and the beautiful tribal sculpted theme in relief. 1 XXL hold in a set."	jug				
4U9-h	41	Tribal Warfare w/hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/tribal-warfare.html	http://www.e-grips.com/features/tribal-warfare.html	4.5		"A classic shape brought back from the battles of e-Grips history. This huge square pinch has all the combinations of a classic Ian Powell fine work of art – the basic shape has simple, rounded edges for full two-handed matches on either side, and the beautiful tribal sculpted theme in relief. 1 XXL hold in a set."	jug				
2U1	34	Brain Buckets	2 holds per set	Unique Features	http://www.e-grips.com/features/brain-buckets.html	http://www.e-grips.com/features/brain-buckets.html	3.5		The good looks and the smarts too. Youre a genius if you can find the sweet spot and keep hanging on.	sloper				
2U1-h	36	Brain Buckets w/ Hardware	2 holds per set/ hardware	Unique Features	http://www.e-grips.com/features/brain-buckets.html	http://www.e-grips.com/features/brain-buckets.html	3.5		The good looks and the smarts too. Youre a genius if you can find the sweet spot and keep hanging on.	sloper				
2W0	44	Sandstone Chips	20 holds per set	Woodscrew	http://www.e-grips.com/woodscrew/sandstone-chips.html	http://www.e-grips.com/woodscrew/sandstone-chips.html	1.5		Sandstone Chips are perfect for side pulls  crimps  or even a foot hold for those hard to send boulder problems.	crimp/edge				
2W0-h	46	Sandstone Chips w/ Hardware	20 holds per set/ hardware	Woodscrew	http://www.e-grips.com/woodscrew/sandstone-chips.html	http://www.e-grips.com/woodscrew/sandstone-chips.html	1.5		Sandstone Chips are perfect for side pulls  crimps  or even a foot hold for those hard to send boulder problems.	crimp/edge				
2W2	29	Sandstone Rails	10 holds per set	Woodscrew	http://www.e-grips.com/woodscrew/sandstone-rails.html	http://www.e-grips.com/woodscrew/sandstone-rails.html	1.5		Sandstone Rails are the perfect addition to any wood wall and are great for simulating crimpy sandstone climbs.	crimp/edge				
2W2-h	31	Sandstone Rails w/ Hardware	10 holds per set/ hardware	Woodscrew	http://www.e-grips.com/woodscrew/sandstone-rails.html	http://www.e-grips.com/woodscrew/sandstone-rails.html	1.5		Sandstone Rails are the perfect addition to any wood wall and are great for simulating crimpy sandstone climbs.	crimp/edge				
2W3	29	Limestone Screw-Ons	10 holds per set	Woodscrew	http://www.e-grips.com/woodscrew/limestone-screw-ons.html	http://www.e-grips.com/woodscrew/limestone-screw-ons.html	1.5		Limestone Screw-Ons are great for simulating those awkward crimps and flakes found at many limestone climbing areas.	crimp/edge				
2W3-h	31	Limestone Screw-Ons w/ Hardware	10 holds per set/ hardware	Woodscrew	http://www.e-grips.com/woodscrew/limestone-screw-ons.html	http://www.e-grips.com/woodscrew/limestone-screw-ons.html	1.5		Limestone Screw-Ons are great for simulating those awkward crimps and flakes found at many limestone climbing areas.	crimp/edge				
3A7	29	Drop Art Roof Jugs	2 holds per set	Artistic	http://www.e-grips.com/artistic/drop-art-roof-jugs.html	http://www.e-grips.com/artistic/drop-art-roof-jugs.html	2.25		These super cool roof jugs (Drop Art) reflect the signature eG style that makes them so popular -simple and functional  but with an ingenuous creative bent.	Incut				
3A7-h	31	Drop Art Roof Jugs w/ Hardware	2 holds per set/ hardware	Artistic	http://www.e-grips.com/artistic/drop-art-roof-jugs.html	http://www.e-grips.com/artistic/drop-art-roof-jugs.html	2.25		These super cool roof jugs (Drop Art) reflect the signature eG style that makes them so popular -simple and functional  but with an ingenuous creative bent.	Incut				
3G1	34	Mini-Crystals	10 holds per set	Granite	http://www.e-grips.com/granite/mini-crystals.html	http://www.e-grips.com/granite/mini-crystals.html	1.75		On granite  little crystalline edges may be all that keeps you on the rock  and the same might be said for these minis in the gym. The unique etched texture makes these holds unlike any others.	Flat-Slopey				
3G1-h	36	Mini-Crystals w/ Hardware	10 holds per set/ hardware	Granite	http://www.e-grips.com/granite/mini-crystals.html	http://www.e-grips.com/granite/mini-crystals.html	1.75		On granite  little crystalline edges may be all that keeps you on the rock  and the same might be said for these minis in the gym. The unique etched texture makes these holds unlike any others.	Flat-Slopey				
3G2	29	Crystal Slopers	2 holds per set	Granite	http://www.e-grips.com/granite/crystal-slopers.html	http://www.e-grips.com/granite/crystal-slopers.html	3		With the same unique texture as the mini-crystals  the egg shaped  slightly larger of the two has a small rail-like crimp on one side  and the other shape is more like a pinch when oriented as a sidepull.	Slopey				
3G2-h	31	Crystal Slopers w/Hardware	2 holds per set/ hardware	Granite	http://www.e-grips.com/granite/crystal-slopers.html	http://www.e-grips.com/granite/crystal-slopers.html	3		With the same unique texture as the mini-crystals  the egg shaped  slightly larger of the two has a small rail-like crimp on one side  and the other shape is more like a pinch when oriented as a sidepull.	Slopey				
3L4	24	Elephant Jugs	2 holds per set	Limestone	http://www.e-grips.com/limestone/elephant-jugs.html	http://www.e-grips.com/limestone/elephant-jugs.html	2		eG needed some creative jug lines and the shapers came up with these mondo grabs with the unique texture of elephant skin. Create an eG line with these  the Elephant Ears  and the Papa Elephant holds.	Incut				
3L4-h	26	Elephant Jugs w/ Hardware	2 holds per set/ hardware	Limestone	http://www.e-grips.com/limestone/elephant-jugs.html	http://www.e-grips.com/limestone/elephant-jugs.html	2		eG needed some creative jug lines and the shapers came up with these mondo grabs with the unique texture of elephant skin. Create an eG line with these  the Elephant Ears  and the Papa Elephant holds.	Incut				
3S3	24	Sprag Pockets	2 holds per set	Sandstone	http://www.e-grips.com/sandstone/sprag-pockets.html	http://www.e-grips.com/sandstone/sprag-pockets.html	1.75		Get your Spock on! Climb on these full hand sinker Vulcan pockets all day long.	Incut				
3S3-h	26	Sprag Pockets w/ Hardware	2 holds per set/ hardware	Sandstone	http://www.e-grips.com/sandstone/sprag-pockets.html	http://www.e-grips.com/sandstone/sprag-pockets.html	1.75		Get your Spock on! Climb on these full hand sinker Vulcan pockets all day long.	Incut				
3U1	29	Supper Happy Fun Ball	1 hold per set	Unique Features	http://www.e-grips.com/features/super-happy-fun-ball.html	http://www.e-grips.com/features/super-happy-fun-ball.html	1.75		Ian Powell made super nice with this moderate sloper pinch ball feature hold.  Smile  match  grab scoop  smile.  Happy time.  	Sloper				
3U1-h	31	Supper Happy Fun Ball w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/super-happy-fun-ball.html	http://www.e-grips.com/features/super-happy-fun-ball.html	1.75		Ian Powell made super nice with this moderate sloper pinch ball feature hold.  Smile  match  grab scoop  smile.  Happy time.  	sloper				
3U2	44	Ty's Big One	1 hold per set	Unique Features	http://www.e-grips.com/features/tys-big-one.html	http://www.e-grips.com/features/tys-big-one.html	4.5		A perfect flat slope ledge for mantling on its best side or a hard to stick drifting slope on the opposite side  excellent for artes and squeeeeezing. 	Sloper				
3U2-h	46	Ty's Big One w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/tys-big-one.html	http://www.e-grips.com/features/tys-big-one.html	4.5		A perfect flat slope ledge for mantling on its best side or a hard to stick drifting slope on the opposite side  excellent for artes and squeeeeezing. 	Sloper				
3U3	29	Sunkissed (get juiced)	1 hold per set	Unique Features	http://www.e-grips.com/features/sunkissed.html	http://www.e-grips.com/features/sunkissed.html	3		Squeeze hard for some early morning forearm freshness.  	Sloper				
3U3-h	31	Sunkissed (get juiced) w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/sunkissed.html	http://www.e-grips.com/features/sunkissed.html	3		Squeeze hard for some early morning forearm freshness.  	sloper				
3U4	29	1000 PV	1 hold per set	Unique Features	http://www.e-grips.com/features/1000-pv.html	http://www.e-grips.com/features/1000-pv.html	2.5		This sandstone looking sloper is one of our favorites here at e-Grips. The smooth windblown texture gives this hold a realistic look and feel. This intricate texture provides added grip and thumb catches.	Sloper				
3U4-h	31	1000 PV w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/1000-pv.html	http://www.e-grips.com/features/1000-pv.html	2.5		This sandstone looking sloper is one of our favorites here at e-Grips. The smooth windblown texture gives this hold a realistic look and feel. This intricate texture provides added grip and thumb catches.	sloper				
3U5	29	Lava Skin	1 hold per set	Unique Features	http://www.e-grips.com/features/lava-skin.html	http://www.e-grips.com/features/lava-skin.html	3		Trangos own Malcolm Daly coined the name for this volcano . Feel the burn on the sloping lava ridges.	Sloper				
3U5-h	31	Lava Skin w/ Hardware	1 hold per set/ hardware	Unique Features	http://www.e-grips.com/features/lava-skin.html	http://www.e-grips.com/features/lava-skin.html	3		Trangos own Malcolm Daly coined the name for this volcano . Feel the burn on the sloping lava ridges.	sloper				
3W4	29	Artistic Mini-Jugs	5 holds per set	Woodscrew	http://www.e-grips.com/woodscrew/artistic-mini-jugs.html	http://www.e-grips.com/woodscrew/artistic-mini-jugs.html	1.75		Artistic Mini-Jugs are incut and easy to hang on to. Great for beginners and intermediates.	crimp/edge				
3W4-h	31	Artistic Mini-Jugs w/ Hardware	5 holds per set/ hardware	Woodscrew	http://www.e-grips.com/woodscrew/artistic-mini-jugs.html	http://www.e-grips.com/woodscrew/artistic-mini-jugs.html	1.75		Artistic Mini-Jugs are incut and easy to hang on to. Great for beginners and intermediates.	crimp/edge				
3W5	29	Kidz Pockets	5 holds per set	Woodscrew	http://www.e-grips.com/woodscrew/kidz-pockets.html	http://www.e-grips.com/woodscrew/kidz-pockets.html	1.5		Kidz Pockets are incut and perfect for little hands.	Pocket				
3W5-h	31	Kidz Pockets w/ Hardware	5 holds per set/ hardware	Woodscrew	http://www.e-grips.com/woodscrew/kidz-pockets.html	http://www.e-grips.com/woodscrew/kidz-pockets.html	1.5		Kidz Pockets are incut and perfect for little hands.	Pocket				
3W7	24	Flat Crimps	5 holds per set	Woodscrew	http://www.e-grips.com/woodscrew/flat-crimps.html	http://www.e-grips.com/woodscrew/flat-crimps.html	1.5		These sandstone like crimps can be articulated in a variety of positions to provide endless combinations.	crimp/edge				
3W7-h	26	Flat Crimps w/ Hardware	5 holds per set/ hardware	Woodscrew	http://www.e-grips.com/woodscrew/flat-crimps.html	http://www.e-grips.com/woodscrew/flat-crimps.html	1.5		These sandstone like crimps can be articulated in a variety of positions to provide endless combinations.	crimp/edge				
